shapeid,fromstop,tostop,fft,length
39b,275,279,5,1.63
39b,279,252,5,1.18
39b,252,250,5,0.79
39b,250,248,5,0.48
39b,248,247,3,0.73
39b,247,246,3,0.26
39b,246,245,5,0.21
39b,245,239,5,0.8
39b,239,233,5,0.56
39b,233,232,3,0.53
39b,232,231,3,0.98
39b,231,216,3,0.23
39b,216,215,3,0.22
39b,215,195,5,0.72
39b,195,174,5,1.05
39b,174,175,3,0.45
39b,175,176,3,0.48
39b,176,177,3,0.37
39b,177,193,3,0.84
39b,193,212,3,0.99
39b,212,211,3,0.49
39b,211,210,3,0.42
3a,600,692,2,0.51
3a,692,691,2,0.36
3a,691,689,2,0.4
3a,689,699,2,0.39
3a,699,730,2,0.44
3a,730,735,2,0.39
3a,735,742,2,0.19
3a,742,741,2,0.28
3a,741,743,2,0.64
3a,743,768,2,0.38
3a,768,767,2,0.22
3a,767,771,2,0.87
3a,771,770,2,0.36
3a,770,788,2,0.46
3a,788,808,2,0.17
3a,808,817,2,0.37
3a,817,823,2,0.44
3a,823,833,2,0.52
3a,833,834,2,0.2
3a,834,835,2,0.4
3a,835,836,2,0.62
3a,836,837,2,0.51
3a,837,838,2,0.73
3a,838,839,2,0.45
3a,839,800,2,1
3a,800,801,2,0.56
3b,801,800,2,0.56
3b,800,839,2,1
3b,839,838,2,0.45
3b,838,837,2,0.73
3b,837,836,2,0.51
3b,836,835,2,0.62
3b,835,834,2,0.4
3b,834,833,2,0.2
3b,833,823,2,0.52
3b,823,817,2,0.44
3b,817,808,2,0.37
3b,808,788,2,0.17
3b,788,770,2,0.46
3b,770,771,2,0.36
3b,771,767,2,0.87
3b,767,768,2,0.22
3b,768,743,2,0.38
3b,743,741,2,0.64
3b,741,742,2,0.28
3b,742,735,2,0.19
3b,735,730,2,0.39
3b,730,699,2,0.44
3b,699,689,2,0.39
3b,689,691,2,0.4
3b,691,692,2,0.36
3b,692,600,2,0.51
40a,746,744,3,1.32
40a,744,743,3,0.65
40a,743,741,3,0.64
40a,741,742,3,0.28
40a,742,735,3,0.19
40a,735,730,3,0.39
40a,730,731,3,0.22
40a,731,732,3,0.3
40a,732,883,3,0.28
40a,883,884,3,0.1
40a,884,908,3,0.5
40a,908,914,3,0.06
40a,914,934,3,0.11
40a,934,951,3,0.09
40a,951,950,3,0.03
40a,950,949,3,0.29
40a,949,965,3,0.1
40a,965,982,3,0.1
40a,982,1003,3,0.04
40a,1003,1004,3,0.05
40a,1004,1022,3,0.11
40a,1022,1021,3,0.13
40b,1021,1005,3,0.1
40b,1005,981,3,0.1
40b,981,966,3,0.11
40b,966,965,3,0.2
40b,965,964,3,0.19
40b,964,963,3,0.1
40b,963,953,3,0.17
40b,953,952,3,0.16
40b,952,933,3,0.08
40b,933,909,3,0.07
40b,909,881,3,0.5
40b,881,882,3,0.1
40b,882,732,3,0.17
40b,732,731,3,0.3
40b,731,730,3,0.22
40b,730,729,3,0.28
40b,729,728,3,0.5
40b,728,727,3,0.22
40b,727,726,3,0.3
40b,726,725,3,0.42
40b,725,724,3,0.72
40b,724,745,3,0.35
40b,745,746,3,0.21
41a,721,722,5,0.63
41a,722,723,3,0.4
41a,723,724,3,0.43
41a,724,725,3,0.72
41a,725,726,3,0.42
41a,726,727,3,0.3
41a,727,728,3,0.22
41a,728,729,3,0.5
41a,729,730,3,0.28
41a,730,731,3,0.22
41a,731,732,3,0.3
41a,732,883,3,0.28
41a,883,884,3,0.1
41a,884,908,3,0.5
41a,908,914,3,0.06
41a,914,934,3,0.11
41a,934,951,3,0.09
41a,951,950,3,0.03
41a,950,949,3,0.29
41a,949,965,3,0.1
41a,965,982,3,0.1
41a,982,1003,3,0.04
41a,1003,1004,3,0.05
41a,1004,1022,3,0.11
41a,1022,1021,3,0.13
41b,1021,1005,3,0.1
41b,1005,981,3,0.1
41b,981,966,3,0.11
41b,966,965,3,0.2
41b,965,964,3,0.19
41b,964,963,3,0.1
41b,963,953,3,0.17
41b,953,952,3,0.16
41b,952,933,3,0.08
41b,933,909,3,0.07
41b,909,881,3,0.5
41b,881,882,3,0.1
41b,882,732,3,0.17
41b,732,731,3,0.3
41b,731,730,3,0.22
41b,730,729,3,0.28
41b,729,728,3,0.5
41b,728,727,3,0.22
41b,727,726,3,0.3
41b,726,725,3,0.42
41b,725,718,3,0.86
41b,718,719,3,0.33
41b,719,722,3,0.53
41b,722,721,5,0.63
42a,796,795,5,0.82
42a,795,793,3,0.65
42a,793,792,3,0.53
42a,792,791,3,0.63
42a,791,790,3,0.63
42a,790,765,3,0.41
42a,765,769,3,0.83
42a,769,770,3,0.29
42a,770,773,3,0.61
42a,773,775,3,0.21
42a,775,776,3,0.39
42a,776,779,3,0.32
42a,779,781,3,0.42
42a,781,782,3,0.35
42a,782,783,3,0.12
42a,783,1054,3,0.07
42a,1054,1053,3,0.18
42a,1053,1052,3,0.24
42a,1052,1051,3,0.12
42a,1051,1050,3,0.11
42a,1050,1047,3,0.07
42a,1047,1046,3,0.09
42a,1046,1045,3,0.07
42a,1045,1044,3,0.11
42a,1044,1043,3,0.1
42a,1043,1042,3,0.18
42a,1042,1041,3,0.12
42a,1041,1040,3,0.07
42a,1040,1039,3,0.07
42a,1039,1026,3,0.12
42a,1026,1020,3,0.1
42a,1020,1019,3,0.05
42a,1019,1006,3,0.05
42a,1006,980,3,0.1
42a,980,967,3,0.1
42a,967,947,3,0.1
42a,947,938,3,0.1
42a,938,930,3,0.1
42a,930,918,3,0.09
42a,918,919,5,0.11
42a,919,920,5,0.06
42a,920,895,3,0.09
42a,895,894,3,0.16
42a,894,893,3,0.25
42a,893,892,3,0.11
42a,892,891,3,0.26
42a,891,890,3,0.07
42a,890,418,3,0.15
42a,418,419,3,0.12
42a,419,422,3,0.19
42a,422,423,3,0.41
42a,423,424,3,0.83
42a,424,425,3,0.36
42a,425,426,3,0.21
42a,426,427,3,0.21
42a,427,428,3,0.25
42a,428,429,3,0.33
42a,429,334,3,0.44
42a,334,335,3,0.54
42a,335,339,3,1.2
42a,339,342,3,0.57
42a,342,361,3,0.23
42a,361,360,3,0.21
42a,360,359,3,0.6
42a,359,358,3,0.48
42b,358,359,3,0.48
42b,359,360,3,0.6
42b,360,361,3,0.21
42b,361,342,3,0.23
42b,342,339,3,0.57
42b,339,335,3,1.2
42b,335,334,3,0.54
42b,334,429,3,0.44
42b,429,428,3,0.33
42b,428,427,3,0.25
42b,427,426,3,0.24
42b,426,425,3,0.21
42b,425,424,3,0.32
42b,424,423,3,0.83
42b,423,422,3,0.41
42b,422,419,3,0.19
42b,419,418,3,0.12
42b,418,890,3,0.19
42b,890,891,3,0.07
42b,891,892,3,0.26
42b,892,893,3,0.11
42b,893,894,3,0.25
42b,894,922,3,0.09
42b,922,921,3,0.08
42b,921,920,3,0.14
42b,920,919,3,0.06
42b,919,918,3,0.11
42b,918,930,3,0.09
42b,930,938,3,0.1
42b,938,947,3,0.1
42b,947,967,3,0.1
42b,967,980,3,0.1
42b,980,1006,3,0.1
42b,1006,1019,3,0.05
42b,1019,1020,3,0.05
42b,1020,1026,3,0.1
42b,1026,1039,3,0.12
42b,1039,1040,3,0.07
42b,1040,1041,3,0.07
42b,1041,1042,3,0.12
42b,1042,1043,3,0.18
42b,1043,1044,3,0.1
42b,1044,1045,3,0.11
42b,1045,1046,3,0.07
42b,1046,1047,3,0.09
42b,1047,1050,3,0.07
42b,1050,1051,3,0.11
42b,1051,1052,3,0.12
42b,1052,1053,3,0.24
42b,1053,1054,3,0.18
42b,1054,783,3,0.07
42b,783,782,3,0.12
42b,782,781,3,0.35
42b,781,779,3,0.42
42b,779,776,3,0.32
42b,776,775,3,0.39
42b,775,773,3,0.21
42b,773,770,3,0.61
42b,770,769,3,0.29
42b,769,765,3,0.83
42b,765,790,3,0.41
42b,790,791,3,0.63
42b,791,792,3,0.63
42b,792,793,3,0.53
42b,793,795,3,0.65
42b,795,796,5,0.82
43a,796,795,5,0.82
43a,795,793,3,0.65
43a,793,792,3,0.53
43a,792,791,3,0.63
43a,791,790,3,0.63
43a,790,765,3,0.41
43a,765,769,3,0.83
43a,769,770,3,0.29
43a,770,773,3,0.61
43a,773,775,3,0.21
43a,775,776,3,0.39
43a,776,779,3,0.32
43a,779,781,3,0.42
43a,781,782,3,0.35
43a,782,783,3,0.12
43a,783,1054,3,0.07
43a,1054,1053,3,0.18
43a,1053,1052,3,0.24
43a,1052,1051,3,0.12
43a,1051,1050,3,0.11
43a,1050,1047,3,0.07
43a,1047,1046,3,0.09
43a,1046,1045,3,0.07
43a,1045,1044,3,0.11
43a,1044,1043,3,0.1
43a,1043,1042,3,0.18
43a,1042,1041,3,0.12
43a,1041,1040,3,0.07
43a,1040,1039,3,0.07
43a,1039,1026,3,0.12
43a,1026,1020,3,0.1
43a,1020,1019,3,0.05
43a,1019,1006,3,0.05
43a,1006,980,3,0.1
43a,980,967,3,0.1
43a,967,947,3,0.1
43a,947,938,3,0.1
43a,938,930,3,0.1
43a,930,918,3,0.09
43a,918,919,5,0.11
43a,919,920,5,0.06
43a,920,895,3,0.09
43a,895,894,3,0.16
43a,894,893,3,0.25
43a,893,892,3,0.11
43a,892,891,3,0.26
43a,891,890,3,0.07
43a,890,418,3,0.15
43a,418,419,3,0.12
43a,419,422,3,0.19
43a,422,423,3,0.41
43a,423,424,3,0.83
43a,424,425,3,0.36
43a,425,426,3,0.21
43a,426,427,3,0.21
43a,427,428,3,0.25
43a,428,429,3,0.33
43a,429,334,3,0.44
43b,334,429,3,0.44
43b,429,428,3,0.33
43b,428,427,3,0.25
43b,427,426,3,0.24
43b,426,425,3,0.21
43b,425,424,3,0.32
43b,424,423,3,0.83
43b,423,422,3,0.41
43b,422,419,3,0.19
43b,419,418,3,0.12
43b,418,890,3,0.19
43b,890,891,3,0.07
43b,891,892,3,0.26
43b,892,893,3,0.11
43b,893,894,3,0.25
43b,894,922,3,0.09
43b,922,921,3,0.08
43b,921,920,3,0.14
43b,920,919,3,0.06
43b,919,918,3,0.11
43b,918,930,3,0.09
43b,930,938,3,0.1
43b,938,947,3,0.1
43b,947,967,3,0.1
43b,967,980,3,0.1
43b,980,1006,3,0.1
43b,1006,1019,3,0.05
43b,1019,1020,3,0.05
43b,1020,1026,3,0.1
43b,1026,1039,3,0.12
43b,1039,1040,3,0.07
43b,1040,1041,3,0.07
43b,1041,1042,3,0.12
43b,1042,1043,3,0.18
43b,1043,1044,3,0.1
43b,1044,1045,3,0.11
43b,1045,1046,3,0.07
43b,1046,1047,3,0.09
43b,1047,1050,3,0.07
43b,1050,1051,3,0.11
43b,1051,1052,3,0.12
43b,1052,1053,3,0.24
43b,1053,1054,3,0.18
43b,1054,783,3,0.07
43b,783,782,3,0.12
43b,782,781,3,0.35
43b,781,779,3,0.42
43b,779,776,3,0.32
43b,776,775,3,0.39
43b,775,773,3,0.21
43b,773,770,3,0.61
43b,770,769,3,0.29
43b,769,765,3,0.83
43b,765,790,3,0.41
43b,790,791,3,0.63
43b,791,792,3,0.63
43b,792,793,3,0.53
43b,793,795,3,0.65
43b,795,796,5,0.82
44a,796,795,5,0.82
44a,795,793,3,0.65
44a,793,792,3,0.53
44a,792,791,3,0.63
44a,791,790,3,0.63
44a,790,765,3,0.41
44a,765,769,3,0.83
44a,769,770,3,0.29
44a,770,773,3,0.61
44a,773,775,3,0.21
44a,775,776,3,0.39
44a,776,779,3,0.32
44a,779,781,3,0.42
44a,781,782,3,0.35
44a,782,783,3,0.12
44a,783,1054,3,0.07
44a,1054,1053,3,0.18
44a,1053,1052,3,0.24
44a,1052,1051,3,0.12
44a,1051,1050,3,0.11
44a,1050,1047,3,0.07
44a,1047,1046,3,0.09
44a,1046,1045,3,0.07
44a,1045,1044,3,0.11
44a,1044,1043,3,0.1
44a,1043,1042,3,0.18
44a,1042,1041,3,0.12
44a,1041,1040,3,0.07
44a,1040,1039,3,0.07
44a,1039,1026,3,0.12
44a,1026,1020,3,0.1
44a,1020,1019,3,0.05
44a,1019,1006,3,0.05
44a,1006,980,3,0.1
44a,980,967,3,0.1
44a,967,947,3,0.1
44a,947,938,3,0.1
44a,938,930,3,0.1
44a,930,918,3,0.09
44a,918,919,5,0.11
44a,919,920,5,0.06
44a,920,895,3,0.09
44a,895,894,3,0.16
44a,894,893,3,0.25
44a,893,892,3,0.11
44a,892,891,3,0.26
44a,891,890,3,0.07
44a,890,418,3,0.15
44a,418,419,3,0.12
44a,419,422,3,0.19
44a,422,423,3,0.41
44a,423,424,3,0.83
44a,424,425,3,0.36
44a,425,426,3,0.21
44a,426,427,3,0.21
44a,427,428,3,0.25
44a,428,429,3,0.33
44a,429,334,3,0.44
44a,334,335,3,0.54
44a,335,336,3,0.67
44a,336,363,3,0.65
44a,363,378,3,1.26
44a,378,377,3,0.38
44a,377,380,5,0.6
44a,380,388,5,0.57
44a,388,390,5,0.91
44a,390,394,5,0.91
44b,394,390,5,0.91
44b,390,388,5,0.91
44b,388,380,5,0.57
44b,380,377,5,0.6
44b,377,378,3,0.38
44b,378,363,3,1.26
44b,363,336,3,0.65
44b,336,335,3,0.67
44b,335,334,3,0.54
44b,334,429,3,0.44
44b,429,428,3,0.33
44b,428,427,3,0.25
44b,427,426,3,0.24
44b,426,425,3,0.21
44b,425,424,3,0.32
44b,424,423,3,0.83
44b,423,422,3,0.41
44b,422,419,3,0.19
44b,419,418,3,0.12
44b,418,890,3,0.19
44b,890,891,3,0.07
44b,891,892,3,0.26
44b,892,893,3,0.11
44b,893,894,3,0.25
44b,894,922,3,0.09
44b,922,921,3,0.08
44b,921,920,3,0.14
44b,920,919,3,0.06
44b,919,918,3,0.11
44b,918,930,3,0.09
44b,930,938,3,0.1
44b,938,947,3,0.1
44b,947,967,3,0.1
44b,967,980,3,0.1
44b,980,1006,3,0.1
44b,1006,1019,3,0.05
44b,1019,1020,3,0.05
44b,1020,1026,3,0.1
44b,1026,1039,3,0.12
44b,1039,1040,3,0.07
44b,1040,1041,3,0.07
44b,1041,1042,3,0.12
44b,1042,1043,3,0.18
44b,1043,1044,3,0.1
44b,1044,1045,3,0.11
44b,1045,1046,3,0.07
44b,1046,1047,3,0.09
44b,1047,1050,3,0.07
44b,1050,1051,3,0.11
44b,1051,1052,3,0.12
44b,1052,1053,3,0.24
44b,1053,1054,3,0.18
44b,1054,783,3,0.07
44b,783,782,3,0.12
44b,782,781,3,0.35
44b,781,779,3,0.42
44b,779,776,3,0.32
44b,776,775,3,0.39
44b,775,773,3,0.21
44b,773,770,3,0.61
44b,770,769,3,0.29
44b,769,765,3,0.83
44b,765,790,3,0.41
44b,790,791,3,0.63
44b,791,792,3,0.63
44b,792,793,3,0.53
44b,793,795,3,0.65
44b,795,796,5,0.82
45ae,458,434,2,1.58
45ae,434,454,2,0.13
45ae,454,452,1,0.75
45ae,452,451,1,1.04
45ae,451,445,1,0.72
45ae,445,444,1,0.22
45ae,444,443,1,0.33
45ae,443,442,1,0.22
45ae,442,441,1,0.45
45ae,441,440,1,0.52
45ae,440,438,1,0.24
45ae,438,437,1,0.71
45ae,437,436,1,0.46
45ae,436,423,1,0.7
45ae,423,415,2,0.73
45ae,415,414,2,0.23
45ae,414,973,2,0.35
45ae,973,1012,2,0.2
45ae,1012,1011,2,0.17
45ae,1011,1010,2,0.12
45ae,1010,1009,2,0.06
45ae,1009,1008,2,0.17
45ae,1008,1007,2,0.07
45ae,1007,1006,2,0.1
45ae,1006,980,2,0.1
45ae,980,967,2,0.1
45ae,967,947,2,0.1
45be,947,938,2,0.1
45be,938,930,2,0.1
45be,930,918,2,0.09
45be,918,919,5,0.11
45be,919,920,5,0.06
45be,920,895,2,0.09
45be,895,894,2,0.16
45be,894,893,2,0.25
45be,893,892,2,0.11
45be,892,891,2,0.26
45be,891,890,2,0.07
45be,890,418,2,0.15
45be,418,419,2,0.12
45be,419,422,2,0.19
45be,422,423,6,0.41
45be,423,9436,6,0.77
45be,9436,9437,6,0.37
45be,9437,9438,6,0.83
45be,9438,440,6,0.28
45be,440,441,1,0.52
45be,441,442,1,0.45
45be,442,443,1,0.22
45be,443,444,1,0.33
45be,444,445,1,0.22
45be,445,451,1,0.72
45be,451,452,1,1.04
45be,452,454,1,0.75
45be,454,434,2,0.13
45be,434,458,2,1.58
46a,458,434,2,1.58
46a,434,454,2,0.13
46a,454,452,2,0.75
46a,452,451,2,1.04
46a,451,445,2,0.72
46a,445,444,2,0.22
46a,444,443,2,0.33
46a,443,442,2,0.22
46a,442,441,2,0.45
46a,441,440,2,0.52
46a,440,438,2,0.24
46a,438,437,2,0.71
46a,437,436,2,0.46
46a,436,423,2,0.7
46a,423,415,2,0.73
46a,415,414,2,0.23
46a,414,973,2,0.35
46a,973,1012,2,0.2
46a,1012,1011,2,0.17
46a,1011,1010,2,0.12
46a,1010,1009,2,0.06
46a,1009,1008,2,0.17
46a,1008,1007,2,0.07
46a,1007,1006,2,0.1
46a,1006,980,2,0.1
46a,980,967,2,0.1
46a,967,947,2,0.1
46b,947,938,2,0.1
46b,938,930,2,0.1
46b,930,918,2,0.09
46b,918,919,5,0.11
46b,919,920,5,0.06
46b,920,895,2,0.09
46b,895,894,2,0.16
46b,894,893,2,0.25
46b,893,892,2,0.11
46b,892,891,2,0.26
46b,891,890,2,0.07
46b,890,418,2,0.15
46b,418,419,2,0.12
46b,419,422,2,0.19
46b,422,423,6,0.41
46b,423,9436,6,0.77
46b,9436,9437,6,0.37
46b,9437,9438,6,0.83
46b,9438,440,6,0.28
46b,440,441,2,0.52
46b,441,442,2,0.45
46b,442,443,2,0.22
46b,443,444,2,0.33
46b,444,445,2,0.22
46b,445,451,2,0.72
46b,451,452,2,1.04
46b,452,454,2,0.75
46b,454,434,2,0.13
46b,434,458,2,1.58
47a,448,449,5,0.63
47a,449,447,1,0.84
47a,447,450,1,0.56
47a,450,442,1,0.43
47a,442,491,5,0.72
47a,491,490,5,0.65
47a,490,489,1,0.86
47a,489,488,1,0.73
47a,488,492,1,0.39
47a,492,486,1,0.36
47b,486,492,1,0.36
47b,492,488,1,0.39
47b,488,489,1,0.73
47b,489,490,1,0.86
47b,490,491,5,0.65
47b,491,442,5,0.72
47b,442,450,1,0.43
47b,450,447,1,0.56
47b,447,449,1,0.84
47b,449,448,5,0.63
48ae,633,637,5,0.88
48ae,637,638,3,0.38
48ae,638,639,3,0.44
48ae,639,621,3,0.64
48ae,621,620,3,0.12
48ae,620,619,3,0.12
48ae,619,618,3,0.3
48ae,618,617,3,1.04
48ae,617,616,3,0.44
48ae,616,615,1,0.33
48ae,615,614,1,0.47
48ae,614,613,1,0.11
48ae,613,612,1,1.67
48ae,612,611,1,0.54
48ae,611,610,1,0.86
48ae,610,609,1,0.54
48ae,609,608,1,0.49
48ae,608,607,1,0.22
48ae,607,606,1,0.37
48ae,606,605,1,0.14
48ae,605,604,1,0.24
48ae,604,603,1,0.46
48ae,603,602,1,0.16
48ae,602,601,1,0.58
48ae,601,600,1,0.42
48ae,600,599,1,0.36
48ae,599,598,1,0.35
48ae,598,887,1,0.15
48ae,887,899,1,0.22
48ae,899,898,1,0.17
48ae,898,901,1,0.27
48ae,901,917,3,0.1
48ae,917,931,3,0.1
48ae,931,937,3,0.1
48ae,937,948,3,0.1
48ae,948,966,3,0.1
48ae,966,981,3,0.11
48ae,981,1005,3,0.1
48ae,1005,1021,3,0.1
48ae,1021,1025,3,0.1
48ae,1025,1042,3,0.12
48ae,1042,1043,3,0.18
48ae,1043,1044,3,0.1
48ae,1044,1045,3,0.11
48ae,1045,1046,3,0.07
48ae,1046,1047,3,0.09
48ae,1047,1050,3,0.07
48ae,1050,1049,5,0.19
48ae,1049,1048,5,0.19
48be,1048,1046,5,0.16
48be,1046,1045,3,0.07
48be,1045,1044,3,0.11
48be,1044,1043,3,0.1
48be,1043,1042,3,0.18
48be,1042,1025,3,0.12
48be,1025,1021,3,0.1
48be,1021,1005,3,0.1
48be,1005,981,3,0.1
48be,981,966,3,0.11
48be,966,948,3,0.1
48be,948,937,3,0.1
48be,937,931,3,0.1
48be,931,917,3,0.1
48be,917,901,3,0.1
48be,901,898,1,0.27
48be,898,899,1,0.17
48be,899,887,1,0.21
48be,887,598,1,0.15
48be,598,599,1,0.35
48be,599,600,1,0.36
48be,600,601,1,0.42
48be,601,602,1,0.58
48be,602,603,1,0.16
48be,603,604,1,0.46
48be,604,605,1,0.24
48be,605,606,1,0.14
48be,606,607,1,0.37
48be,607,608,1,0.22
48be,608,609,1,0.49
48be,609,610,1,0.54
48be,610,611,1,0.86
48be,611,612,1,0.54
48be,612,613,1,1.67
48be,613,614,1,0.11
48be,614,615,1,0.47
48be,615,616,1,0.33
48be,616,617,3,0.44
48be,617,618,3,1.04
48be,618,619,3,0.3
48be,619,620,3,0.12
48be,620,621,3,0.12
48be,621,639,3,0.64
48be,639,638,3,0.44
48be,638,637,3,0.38
48be,637,633,5,0.88
49ae,630,629,5,0.65
49ae,629,628,3,0.18
49ae,628,622,3,0.69
49ae,622,621,3,0.48
49ae,621,620,3,0.12
49ae,620,619,3,0.12
49ae,619,618,3,0.3
49ae,618,617,3,1.04
49ae,617,616,3,0.44
49ae,616,615,1,0.33
49ae,615,614,1,0.47
49ae,614,613,1,0.11
49ae,613,612,1,1.67
49ae,612,611,1,0.54
49ae,611,610,1,0.86
49ae,610,609,1,0.54
49ae,609,608,1,0.49
49ae,608,607,1,0.22
49ae,607,606,1,0.37
49ae,606,605,1,0.14
49ae,605,604,1,0.24
49ae,604,603,1,0.46
49ae,603,602,1,0.16
49ae,602,601,1,0.58
49ae,601,600,1,0.42
49ae,600,599,1,0.36
49ae,599,598,1,0.35
49ae,598,887,1,0.15
49ae,887,899,1,0.22
49ae,899,898,1,0.17
49ae,898,901,1,0.27
49ae,901,917,3,0.1
49ae,917,931,3,0.1
49ae,931,937,3,0.1
49ae,937,948,3,0.1
49ae,948,966,3,0.1
49ae,966,981,3,0.11
49ae,981,1005,3,0.1
49ae,1005,1021,3,0.1
49ae,1021,1025,3,0.1
49ae,1025,1042,3,0.12
49ae,1042,1043,3,0.18
49ae,1043,1044,3,0.1
49ae,1044,1045,3,0.11
49ae,1045,1046,3,0.07
49ae,1046,1047,3,0.09
49ae,1047,1050,3,0.07
49ae,1050,1049,5,0.19
49ae,1049,1048,5,0.19
49be,1048,1046,5,0.16
49be,1046,1045,3,0.07
49be,1045,1044,3,0.11
49be,1044,1043,3,0.1
49be,1043,1042,3,0.18
49be,1042,1025,3,0.12
49be,1025,1021,3,0.1
49be,1021,1005,3,0.1
49be,1005,981,3,0.1
49be,981,966,3,0.11
49be,966,948,3,0.1
49be,948,937,3,0.1
49be,937,931,3,0.1
49be,931,917,3,0.1
49be,917,901,3,0.1
49be,901,898,1,0.27
49be,898,899,1,0.17
49be,899,887,1,0.21
49be,887,598,1,0.15
49be,598,599,1,0.35
49be,599,600,1,0.36
49be,600,601,1,0.42
49be,601,602,1,0.58
49be,602,603,1,0.16
49be,603,604,1,0.46
49be,604,605,1,0.24
49be,605,606,1,0.14
49be,606,607,1,0.37
49be,607,608,1,0.22
49be,608,609,1,0.49
49be,609,610,1,0.54
49be,610,611,1,0.86
49be,611,612,1,0.54
49be,612,613,1,1.67
49be,613,614,1,0.11
49be,614,615,1,0.47
49be,615,616,1,0.33
49be,616,617,3,0.44
49be,617,618,3,1.04
49be,618,619,3,0.3
49be,619,620,3,0.12
49be,620,621,3,0.12
49be,621,622,3,0.48
49be,622,628,3,0.69
49be,628,629,3,0.18
49be,629,630,5,0.65
4a,600,692,2,0.51
4a,692,691,2,0.36
4a,691,689,2,0.4
4a,689,699,2,0.39
4a,699,730,2,0.44
4a,730,735,2,0.39
4a,735,742,2,0.19
4a,742,741,2,0.28
4a,741,743,2,0.64
4a,743,768,2,0.38
4a,768,767,2,0.22
4a,767,771,2,0.87
4a,771,770,2,0.36
4a,770,788,2,0.46
4a,788,808,2,0.17
4a,808,817,2,0.37
4a,817,823,2,0.44
4a,823,833,2,0.52
4a,833,834,2,0.2
4a,834,846,5,0.76
4a,846,856,5,1.06
4a,856,857,2,0.94
4b,857,856,2,0.94
4b,856,846,5,1.06
4b,846,834,5,0.76
4b,834,833,2,0.2
4b,833,823,2,0.52
4b,823,817,2,0.44
4b,817,808,2,0.37
4b,808,788,2,0.17
4b,788,770,2,0.46
4b,770,771,2,0.36
4b,771,767,2,0.87
4b,767,768,2,0.22
4b,768,743,2,0.38
4b,743,741,2,0.64
4b,741,742,2,0.28
4b,742,735,2,0.19
4b,735,730,2,0.39
4b,730,699,2,0.44
4b,699,689,2,0.39
4b,689,691,2,0.4
4b,691,692,2,0.36
4b,692,600,2,0.51
50ae,626,625,5,1.03
50ae,625,620,5,0.81
50ae,620,619,3,0.12
50ae,619,618,3,0.3
50ae,618,617,3,1.04
50ae,617,616,3,0.44
50ae,616,615,1,0.33
50ae,615,614,1,0.47
50ae,614,613,1,0.11
50ae,613,612,1,1.67
50ae,612,611,1,0.54
50ae,611,610,1,0.86
50ae,610,609,1,0.54
50ae,609,608,1,0.49
50ae,608,607,1,0.22
50ae,607,606,1,0.37
50ae,606,605,1,0.14
50ae,605,604,1,0.24
50ae,604,603,1,0.46
50ae,603,602,1,0.16
50ae,602,601,1,0.58
50ae,601,600,1,0.42
50ae,600,599,1,0.36
50ae,599,598,1,0.35
50ae,598,887,1,0.15
50ae,887,899,1,0.22
50ae,899,898,1,0.17
50ae,898,901,1,0.27
50ae,901,917,3,0.1
50ae,917,931,3,0.1
50ae,931,937,3,0.1
50ae,937,948,3,0.1
50ae,948,966,3,0.1
50ae,966,981,3,0.11
50ae,981,1005,3,0.1
50ae,1005,1021,3,0.1
50ae,1021,1025,3,0.1
50ae,1025,1042,3,0.12
50ae,1042,1043,3,0.18
50ae,1043,1044,3,0.1
50ae,1044,1045,3,0.11
50ae,1045,1046,3,0.07
50ae,1046,1047,3,0.09
50ae,1047,1050,3,0.07
50ae,1050,1049,5,0.19
50ae,1049,1048,5,0.19
50be,1048,1046,5,0.16
50be,1046,1045,3,0.07
50be,1045,1044,3,0.11
50be,1044,1043,3,0.1
50be,1043,1042,3,0.18
50be,1042,1025,3,0.12
50be,1025,1021,3,0.1
50be,1021,1005,3,0.1
50be,1005,981,3,0.1
50be,981,966,3,0.11
50be,966,948,3,0.1
50be,948,937,3,0.1
50be,937,931,3,0.1
50be,931,917,3,0.1
50be,917,901,3,0.1
50be,901,898,1,0.27
50be,898,899,1,0.17
50be,899,887,1,0.21
50be,887,598,1,0.15
50be,598,599,1,0.35
50be,599,600,1,0.36
50be,600,601,1,0.42
50be,601,602,1,0.58
50be,602,603,1,0.16
50be,603,604,1,0.46
50be,604,605,1,0.24
50be,605,606,1,0.14
50be,606,607,1,0.37
50be,607,608,1,0.22
50be,608,609,1,0.49
50be,609,610,1,0.54
50be,610,611,1,0.86
50be,611,612,1,0.54
50be,612,613,1,1.67
50be,613,614,1,0.11
50be,614,615,1,0.47
50be,615,616,1,0.33
50be,616,617,3,0.44
50be,617,618,3,1.04
50be,618,619,3,0.3
50be,619,620,3,0.12
50be,620,625,5,0.81
50be,625,626,5,1.03
51ae,617,616,3,0.44
51ae,616,615,3,0.33
51ae,615,614,3,0.47
51ae,614,613,3,0.11
51ae,613,612,3,1.67
51ae,612,611,3,0.54
51ae,611,610,3,0.86
51ae,610,609,3,0.54
51ae,609,608,3,0.49
51ae,608,607,3,0.22
51ae,607,606,1,0.37
51ae,606,605,1,0.14
51ae,605,604,1,0.24
51ae,604,603,1,0.46
51ae,603,602,1,0.16
51ae,602,601,1,0.58
51ae,601,600,1,0.42
51ae,600,599,1,0.36
51ae,599,598,1,0.35
51ae,598,887,1,0.15
51ae,887,899,1,0.22
51ae,899,898,1,0.17
51ae,898,901,1,0.27
51ae,901,917,3,0.1
